FACILITYID,NAME,ADDRESS,ADDRESS2,CITY,ZIP,ZIPEXTENSION,REGION,COUNTY,HCOLLCODE,HACCURACY,PDOP,SCORE,SOURCESCAL,GEOOWNER,HACCURUOM,GEOTYPNAME,HDATUMNAME,REFPTCODE,SOURCECODE,GEOCOLLECTEDBY,EASTING,NORTHING,UTM_ZONE,VERIFIED,PRIMARY,SENSITIVE,GPSMAKEMODEL,EPEORFOM,EPE_FOMMSRMNT,DATECOLLECTED,DATEADDED,DATEEDITED,USERNAME,GISCOMMENTS,CONVERTED_LONG,CONVERTED_LAT
ST0011805,K-70 O'FALLON  BOLCH 90,719 HWY K,,O FALLON,63366,,SL,183,I2,12.20,,,24000,5,Meters,POINT,NAD83,BL,N2,CARES,699678.351659,4297160.76338,15,-1.0,0.0,0.0,,,,1999-10-04 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-90.7005999995138,38.8006000169518
ST0011794,BOLCH 79,5735 FEE FEE,,HAZELWOOD,63042,,SL,189,A1,,,87,,5,,POINT,NAD83,,D9,"VANCE, S",727570.44,4294158.11,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.38069104071003,38.766809995014306
ST0011795,DANNY'S,N HWY 25 AND WALTER DR,,MALDEN,63863,,SE,69,I2,12.20,,,24000,,Meters,,NAD83,TU,D9,"INT_STEINBECK,Eli",771030.06976,4053026.09609,15,-1.0,0.0,0.0,,,0.00,2014-06-19 00:00:00.000,,,,"INT_STEINBECK,Eli, Map Interpolated point. Verified by DOQQ2008/DOQQ1990",-89.97072649419627,36.58425069705355
ST0011811,ALTA CONVENIENCE 6542,1004 N STADIUM BLVD,,COLUMBIA,65203,1052,NE,19,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D5,"CON_Fortin,Joel",554537.842804,4313149.82344,15,-1.0,0.0,0.0,,,,2014-03-07 00:00:00.000,1995-06-30 00:00:00.000,2021-12-17 00:00:00.000,"VANDEPOPUL, C","CON_Fortin,Joel Verified point in place.",-92.37048000000543,38.96561999934939
ST0011813,MEXICO CAR WASH,700 E LIBERTY,,MEXICO,65265,,NE,7,I2,12.20,,,24000,,Meters,Point,NAD83,TU,D9,"RANGEN, K.",597051.26,4336254.96,15,-1.0,0.0,0.0, ,,,2017-12-21 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J", ,-91.87652859015743,39.17010797067483
ST0011816,MPC 18,2700 TECHNOLOGY DR.,,O FALLON,63366,,SL,183,G3,,2.10,,,5,,POINT,WGS84,TU,D9,INTERNS,693842.785162,4293156.38134,15,0.0,0.0,0.0,MARCH II,,,2001-12-28 00:00:00.000,1995-06-30 00:00:00.000,2006-03-01 00:00:00.000,"KIRCHNER, M",,-90.76889023511681,38.765865499752174
ST0011817,DAT III INC,230 W GRAVOIS,,ST CLAIR,63077,1424,SL,71,I2,12.20,,,24000,5,Meters,POINT,NAD83,BL,N2,CARES,675656.862,4245740.1644,15,-1.0,0.0,0.0,,,,2000-08-02 00:00:00.000,1995-06-30 00:00:00.000,2005-12-15 00:00:00.000,"PURVIS, K",,-90.98999999983293,38.34260000684201
ST0011818,DIXIE HAVEN,101 N LINCOLN DR,,TROY,63379,,SL,113,A1,,,100,,5,,,,,,"VANCE, S",675810.39,4316918.45,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.9702210137502,38.98362003555434
ST0011820,WOLF'S,17519 CHESTERFIELD AIRPORT RD,,CHESTERFIELD,63005,1301,SL,189,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",707603.482,4282853.572,15,-1.0,0.0,0.0,,,,2021-09-07 00:00:00.000,,2021-11-22 00:00:00.000,"RANGEN, K",,-90.61370290245371,38.66994816549551
ST0011822,SYLVAN SPRINGS AUTOMOTIVE MOBIL,2962 TELEGRAPH RD,,ST LOUIS,63125,4061,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,CR,"CON_Fortin,Joel",735688.006121,4265028.539762,15,-1.0,0.0,0.0,,,,2014-03-26 00:00:00.000,1995-06-30 00:00:00.000,2014-03-26 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-90.2972257170189,38.50245985195456
ST0011823,TWENTY-ONE SUNOCO,1512 HWY 21/ W OF HWY 141,,ARNOLD,63010,3227,SL,99,I2,12.20,,,24000,,Meters,,NAD83,CO,D9,"INT_EDELHUBER,Brian",722722.002528,4258766.12133,15,-1.0,0.0,0.0,,,0.00,2014-08-07 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-90.44776371786676,38.4494142953697
ST0011807,ALTA CONVENIENCE 6541,5612 N ST CHARLES RD,,COLUMBIA,65201,3028,NE,19,G3,,4.80,,,5,,POINT,WGS84,TU,D9,INTERNS,564786.413826,4312688.8171,15,0.0,0.0,0.0,MARCH II,,,2001-12-21 00:00:00.000,1995-06-30 00:00:00.000,2021-12-17 00:00:00.000,"VANDEPOPUL, C",,-92.2522499908463,38.960789292453256
ST0011810,ALTA CONVENIENCE 6543,500 N COLLEGE AVE,,COLUMBIA,65201,4740,NE,19,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,CR,"CON_Fortin,Joel",558807.137438,4312197.981456,15,-1.0,0.0,0.0,,,,2014-03-07 00:00:00.000,1995-06-30 00:00:00.000,2021-12-17 00:00:00.000,"VANDEPOPUL, C","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-92.32128528071888,38.95676694149034
ST0011828,M C FOOD MART #2,10701 PAGE  BLVD,,ST LOUIS,63132,1015,SL,189,I2,12.20,,,24000,,Meters,,NAD83,TU,D9,"INT_EDELHUBER,Brian",726423.462202,4285887.5964,15,-1.0,0.0,0.0,,,0.00,2014-08-07 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-90.39658535485789,38.69265021174375
ST0011829,M C FOOD MART #1 CITGO,425 N HWY 67,,FLORISSANT,63031,5101,SL,189,G3,,5.10,,,5,,POINT,WGS84,TU,D9,INTERNS,731092.474325,4297665.93353,15,0.0,0.0,0.0,MARCH II,,,2002-01-03 00:00:00.000,1995-06-30 00:00:00.000,1998-08-14 00:00:00.000,N$SESSD1,,-90.33903303538727,38.797493597478024
ST0011830,SWEENY SUNOCO,3063 MCKELVEY RD,,BRIDGETON,63044,2518,SL,189,I2,12.20,,,24000,,Meters,Point,NAD83,TU,D9,"BROWN, R.",722230.19,4291233.43,15,-1.0,0.0,0.0, ,,,2017-07-21 00:00:00.000,1995-06-30 00:00:00.000,2013-04-22 00:00:00.000,"CORBIN, M", ,-90.44303925324479,38.74184084187205
ST0011831,SUNOCO GAS STATION,1007 N JEFFERSON,,ST LOUIS,63106,,SL,510,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",742531.411,4280447.682,15,-1.0,0.0,0.0,,,,2021-09-09 00:00:00.000,,2021-11-22 00:00:00.000,"RANGEN, K",,-90.21347304856246,38.63941640687879
ST0011833,AIRWAY SUNOCO,9520 ST CHARLES,,ST ANN,63074,,SL,189,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",729110.7312,4288795.186,15,-1.0,0.0,0.0,,,,2020-05-15 00:00:00.000,,2020-06-08 00:00:00.000,"RANGEN, K","PER AERIAL PHOTOGRAPH REVIEW, FILE REVIEW, AND OTHER SEARCH METHODS (INTERNET, ASSESSOR, ETC), EXACT SITE LOCATION COULD NOT BE VERIFIED, BUT SITE IS BELIEVED TO BE IN THIS GENERAL AREA.",-90.36475609162343,38.718133369339554
ST0011834,TOMS SUNOCO,10484 W FLORISSANT,,DELLWOOD,63136,,SL,189,A1,,,87,,5,,POINT,NAD83,,D9,"VANCE, S",736390.9,4293930.21,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.27935097231756,38.76244007330427
ST0011835,HAROLDS SUNOCO,9801 ST CHARLES ROCK RD,,ST ANN,63074,,SL,189,A1,,,100,,5,,,,,,"VANCE, S",728493.24,4289251.39,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.37170103086771,38.722400065454124
ST0011824,GRAND & SIDNEY SERVICE,2350 S GRAND,,ST LOUIS,63104,1755,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,CR,"CON_Fortin,Joel",740253.72581,4276925.30555,15,-1.0,0.0,0.0,,,,2014-03-26 00:00:00.000,1995-06-30 00:00:00.000,2014-03-26 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Verified point in place.",-90.24082999818968,38.60833005405052
ST0011825,"MARQUETTE AUTO SERVICES, LLC",4007 NEBRASKA,,ST LOUIS,63118,4415,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D6,"CON_Fortin,Joel",740865.967651,4274166.41333,15,-1.0,0.0,0.0,,,,2014-03-26 00:00:00.000,1995-06-30 00:00:00.000,2019-09-03 00:00:00.000,"VANDEPOPUL, C","CON_Fortin,Joel Verified point in place.",-90.2347599981292,38.58333005574404
ST0011826,FORMER MANCHESTER SUNOCO,4551 MANCHESTER,,ST LOUIS,63110,,SL,510,A1,,,87,,5,,POINT,NAD83,,D9,"VANCE, S",738191.39,4278849.85,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.26383096384501,38.626210015567715
ST0011845,JACKSON SUNOCO,HWY 61 S,,JACKSON,63755,,SE,31,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"COON, A",795135.0,4142015.0,15,-1.0,0.0,0.0,,,,2013-08-22 00:00:00.000,1995-06-30 00:00:00.000,1999-06-15 00:00:00.000,NREQHW-DAVIJ2,,-89.66691107921172,37.37794404296259
ST0011846,FESTUS FUEL & FOOD MART,2591 HWY 61,,FESTUS,63028,4039,SL,99,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D9,"CON_Fortin,Joel",731237.845907,4226583.10836,15,-1.0,0.0,0.0,,,,2014-04-14 00:00:00.000,1995-06-30 00:00:00.000,2014-04-14 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Verified point in place.",-90.3607989986849,38.157511042311334
ST0011847,PEVELY FINA - BOLCH #13,HWY Z AND I-55,,PEVELY,63070,1512,SL,99,I2,12.20,,,24000,5,Meters,POINT,NAD83,BL,N2,CARES,727378.54746,4240956.51571,15,-1.0,0.0,0.0,,,,2001-03-05 00:00:00.000,1995-06-30 00:00:00.000,2007-01-25 00:00:00.000,"PURVIS, K",,-90.40019999881277,38.28790003760373
ST0011848,CORRAL SUNOCO,1370 HWY M,,BARNHART,63012,,SL,99,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",727874.619,4247564.992,15,-1.0,0.0,0.0,,,,2021-09-09 00:00:00.000,,2021-11-22 00:00:00.000,"RANGEN, K",,-90.3924018594833,38.347270778653844
ST0011849,ARNOLD CITGO,1656 BIG BILL RD,,ARNOLD,63010,2150,SL,99,A3,,,100,,5,,,,,,"VANCE, S",728037.9,4257606.16,,0.0,0.0,0.0,,,,2013-08-26 00:00:00.000,1995-06-30 00:00:00.000,2013-08-26 00:00:00.000,"VANCE, S",,-90.38728203761437,38.437629014548385
ST0011850,STANTON ONE STOP,2545 N SERVICE RD E,,SULLIVAN,63080,,SL,71,A3,,,100,,5,,,,,,"VANCE, S",665590.58,4238277.65,,0.0,0.0,0.0,,,,2013-08-26 00:00:00.000,1995-06-30 00:00:00.000,2013-08-26 00:00:00.000,"VANCE, S",,-91.10687496720378,38.277299007176595
ST0011851,EDS SUNOCO,1069 GRAVOIS RD,,FENTON,63026,,SL,99,A1,,,100,,5,,,,,,"VANCE, S",720180.66,4264078.02,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2017-07-25 00:00:00.000,"BERVE, TRISHA",,-90.47519095471533,38.49787004907048
ST0011836,FORMER BIG BEND AUTO SERVICE,1436 S BIG BEND,,RICHMOND HEIGHTS,63117,2204,SL,189,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D6,"CON_Fortin,Joel",733379.270188,4266863.758222,15,-1.0,0.0,0.0,,,,2014-04-29 00:00:00.000,1995-06-30 00:00:00.000,2014-04-29 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Verified point in place.",-90.32306237177576,38.5195887766905
ST0011838,ARNOLD FIRESTONE - CLOSED,3994 JEFFCO BLVD,,ARNOLD,63010,4814,SL,99,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_Fortin,Joel",729043.742184,4254087.31327,15,-1.0,0.0,0.0,,,,2014-03-19 00:00:00.000,1995-06-30 00:00:00.000,2014-03-19 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-90.37691560852997,38.40569216288155
ST0011839,FARMINGTON - NOW A TACO BELL,KARSCH BLVD AND POTOSI ST,,FARMINGTON,63640,,SE,187,I2,12.20,,,24000,5,Meters,POINT,NAD83,BL,N2,CARES,726321.710548,4185482.9114,15,-1.0,0.0,0.0,,,,2002-04-25 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-90.4297999989274,37.78870003529431
ST0011842,INGRAMS MARKET,3812 HWY Z,,HILLSBORO,63050,,SL,99,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D9,"CON_Fortin,Joel",720191.559707,4236376.9041,15,-1.0,0.0,0.0,,,,2014-04-14 00:00:00.000,1995-06-30 00:00:00.000,2014-04-14 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Verified point in place.",-90.48372399905739,38.24845803159136
ST0011859,WATTS SUNOCO,5120 NATURAL BRIDGE,,ST LOUIS,63115,,SL,510,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",738791.62,4284545.698,15,-1.0,0.0,0.0,,,,2021-09-09 00:00:00.000,,2021-11-22 00:00:00.000,"RANGEN, K",,-90.25498597564916,38.67732000868424
ST0011860,PEA RIDGE STATE FOREST,,,SULLIVAN,63080,,SL,71,,0.00,,,0,,,,,,,"INT_EDELHUBER,Brian",0.0,0.0,,-1.0,0.0,0.0,,,0.00,2014-07-09 00:00:00.000,,,,"PER FILE REVIEW AND OTHER SEARCH METHODS (INTERNET, ASSESSOR, ETC), THIS SITE WAS UNABLE TO BE FOUND. THUS, NO VALID COORDINATES COULD BE ENTERED IN THE DATABASE.",,
ST0011861,GEORGE O. WHITE NURSERY,14031 SHAFER RD,,LICKING,65542,,SE,215,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",598647.5645,4156982.315,15,-1.0,0.0,0.0,,,,2020-04-14 00:00:00.000,,2020-06-08 00:00:00.000,"RANGEN, K","PER FILE REVIEW AND OTHER SEARCH METHODS (INTERNET, ASSESSOR, ETC), THIS SITE WAS UNABLE TO BE FOUND. THUS, NO VALID COORDINATES COULD BE ENTERED IN THE DATABASE.",-91.88315698166161,37.55457670692361
ST0011862,BUSCH MEMORIAL WILDLIFE AREA,RT 2 BOX 223,,WELDON SPRING,63303,,SL,183,I2,12.20,,,24000,,Meters,,NAD83,CO,D9,"INT_EDELHUBER,Brian",696431.689738,4286628.32846,15,-1.0,0.0,0.0,,,0.00,2014-07-10 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-90.74095256856668,38.706488109772515
ST0011863,BLIND PONY HATCHERY,RT 2,,SWEET SPRINGS,65351,,NE,195,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,D9,"SPECKART, E",467835.0,4320270.0,15,-1.0,0.0,0.0,,,,2012-07-23 00:00:00.000,1995-06-30 00:00:00.000,2011-09-02 00:00:00.000,"HEISLER, J",,-93.3716167796196,39.03088840018813
ST0011864,BENNETT SPRINGS HATCHERY,RT 16 BOX 740,,LEBANON,65536,,SW,105,I2,12.20,,,24000,,Meters,,NAD83,CO,D9,"INT_EDELHUBER,Brian",512766.832825,4175364.86115,15,-1.0,0.0,0.0,,,0.00,2014-07-09 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-92.85512591846123,37.725460326749115
ST0011865,PONY EXPRESS WILDLIFE AREA,RT 1 BOX 104,,OSBORN,64474,,KC,63,I2,12.20,,,24000,5,Meters,POINT,NAD83,MA,D9,"HEISLER, J",382153.442,4406789.45,15,-1.0,0.0,0.0,,,,2011-09-02 00:00:00.000,1995-06-30 00:00:00.000,2011-09-02 00:00:00.000,"HEISLER, J",,-94.37661400523884,39.80291500275496
ST0011852,ST CLAIR FINA - BOLCH #5,880 S OUTER RD,,ST CLAIR,63077,,SL,71,I2,12.20,,,24000,5,Meters,POINT,NAD83,BL,N2,CARES,676550.010696,4247680.44277,15,-1.0,0.0,0.0,,,,2000-08-01 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-90.97929999982287,38.35990000705496
ST0011853,GRAVOIS FASTOP,1277 GRAVOIS,,ST CLAIR,63077,2411,SL,71,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D6,"CON_Fortin,Joel",677987.735368,4244722.359359,15,-1.0,0.0,0.0,,,,2014-04-18 00:00:00.000,1995-06-30 00:00:00.000,2014-04-18 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Verified point in place.",-90.96360056976125,38.33297286644654
ST0011854,PAC,407 W MEXICO RD,,ST PETERS,63376,,SL,183,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,CR,"CON_Fortin,Joel",703118.305444,4295725.38941,15,-1.0,0.0,0.0,,,,2014-04-19 00:00:00.000,1995-06-30 00:00:00.000,2014-04-19 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Verified point in place.",-90.66144016012021,38.78688964609949
ST0013186,APCO STATION,HWY 13,,HAMILTON,64644,,KC,25,,0.00,,,0,,,,,,,"INT_STEINBECK,Eli",0.0,0.0,,-1.0,0.0,0.0,,,0.00,2014-08-13 00:00:00.000,,,,"PER FILE REVIEW AND OTHER SEARCH METHODS (INTERNET, ASSESSOR, ETC), THIS SITE WAS UNABLE TO BE FOUND. THUS, NO VALID COORDINATES COULD BE ENTERED IN THE DATABASE.",,
ST0011855,CUBA SHELL,I-44 AND HWY 19,,CUBA,65454,,SE,55,,,,,,5,,,,,D9,"COON, A",,,,-1.0,0.0,0.0,,,,2013-08-22 00:00:00.000,1995-06-30 00:00:00.000,1999-06-15 00:00:00.000,NREQHW-DAVIJ2,"PER FILE REVIEW AND OTHER SEARCH METHODS (INTERNET, ASSESSOR, ETC), THIS SITE WAS UNABLE TO BE FOUND. THUS, NO VALID COORDINATES COULD BE ENTERED IN THE DATABASE.",,
ST0011856,FORMER SHELL STATION,1922 W OSAGE RD (BUS RT 66),,PACIFIC,63039,1169,SL,71,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D6,"CON_Fortin,Joel",695099.907681,4261925.713906,15,-1.0,0.0,0.0,,,,2014-04-28 00:00:00.000,2001-03-07 00:00:00.000,2014-04-28 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Verified point in place.",-90.76317505538158,38.48433398527533
ST0011858,HAMILTON SUNOCO,11544 DORSETT RD,,MARYLAND HEIGHTS,63043,3432,SL,189,A3,,,98,,5,,POINT,NAD83,,D9,"VANCE, S",723918.66,4288241.16,,0.0,0.0,0.0,,,,2013-08-26 00:00:00.000,1995-06-30 00:00:00.000,2013-08-26 00:00:00.000,"VANCE, S",,-90.4245979764293,38.71447605501256
ST0011872,HUNNEWELL HATCHERY,RT 1,,HUNNEWELL,63443,,NE,205,I2,12.20,,,24000,,Meters,,NAD83,CO,D9,"INT_STEINBECK,Eli",597956.909915,4395620.84301,15,-1.0,0.0,0.0,,,0.00,2014-07-17 00:00:00.000,,,,"INT_STEINBECK,Eli, Map Interpolated point. Verified by DOQQ2008/NAIP2012",-91.85734099060512,39.70482750416069
ST0011873,LEWIS & CLARK HATCHERY,RT 2 BOX 227A,,RUSHVILLE,64484,,KC,21,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,D9,"HEISLER, J",323173.043,4378501.897,15,-1.0,0.0,0.0,,,,2011-09-02 00:00:00.000,1995-06-30 00:00:00.000,2011-09-02 00:00:00.000,"HEISLER, J",,-95.0576650037963,39.53798500734644
ST0011874,CLINTON FOREST DISTRICT,2010 S SECOND  PO BOX 147,,CLINTON,64735,,KC,83,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",432421.297,4244760.677,15,-1.0,0.0,0.0,,,,2021-09-10 00:00:00.000,,2021-11-22 00:00:00.000,"RANGEN, K",,-93.77338082053296,38.34845242040529
ST0011875,NEW MADRID SUB-OFFICE,HWY 61,,NEW MADRID,63869,,SE,143,I2,12.20,,,24000,,Meters,,NAD83,TU,D9,"INT_EDELHUBER,Brian",808627.52413,4054329.96783,15,-1.0,0.0,0.0,,,0.00,2014-07-10 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-89.55062859321335,36.58457128685807
ST0011876,DONIPHAN TOWER SITE,RT 3 BOX 96P,,DONIPHAN,63935,,SE,181,I2,12.20,,,24000,,Meters,,NAD83,TU,D9,"INT_EDELHUBER,Brian",697109.289011,4058403.31577,15,-1.0,0.0,0.0,,,0.00,2014-07-09 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-90.79489386405227,36.65082583080906
ST0011877,PIEDMONT DISTRICT FORESTER,RT 1 BOX 1 HWY 34 E,,PIEDMONT,63957,,SE,223,I2,12.20,,,24000,5,Meters,POINT,NAD83,MA,D9,"HEISLER, J",705868.196,4115986.354,15,-1.0,0.0,0.0,,,,2011-09-02 00:00:00.000,1995-06-30 00:00:00.000,2011-09-02 00:00:00.000,"HEISLER, J",,-90.68132399719178,37.167635017337744
ST0011878,ELLINGTON SUB-OFFICE,RT 2,,ELLINGTON,63638,,SE,179,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",681226.158,4117181.547,15,-1.0,0.0,0.0,,,,2020-08-24 00:00:00.000,,2021-08-30 00:00:00.000,"RANGEN, K","PER FILE REVIEW AND OTHER SEARCH METHODS (INTERNET, ASSESSOR, ETC), THIS SITE WAS UNABLE TO BE FOUND. THUS, NO VALID COORDINATES COULD BE ENTERED IN THE DATABASE.",-90.95840381365305,37.18350687015224
ST0011866,PAHO WILDLIFE AREA,RT 2 BOX 162,,PRINCETON,64673,,NE,129,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",444190.1616,4472375.765,15,-1.0,0.0,0.0,,,,2020-04-14 00:00:00.000,,2020-06-08 00:00:00.000,"RANGEN, K","PER FILE REVIEW AND OTHER SEARCH METHODS (INTERNET, ASSESSOR, ETC), THIS SITE WAS UNABLE TO BE FOUND. THUS, NO VALID COORDINATES COULD BE ENTERED IN THE DATABASE.",-93.65767190619972,40.40011997847331
ST0011867,MONTAUK HATCHERY,RT 5 BOX 280,,SALEM,65560,,SE,65,I2,12.20,,,24000,5,Meters,POINT,NAD83,MA,D9,"HEISLER, J",616646.362,4145859.172,15,-1.0,0.0,0.0,,,,2011-09-02 00:00:00.000,1995-06-30 00:00:00.000,2011-09-02 00:00:00.000,"HEISLER, J",,-91.68119300247072,37.45224000261262
ST0011868,LITTLE DIXIE WILDLIFE AREA,RT 5 BOX 196,,FULTON,65251,,NE,27,I2,12.20,,,24000,5,Meters,POINT,NAD83,MG,D9,"HEISLER, J",575768.953,4306652.239,15,-1.0,0.0,0.0,,,,2011-08-31 00:00:00.000,1995-06-30 00:00:00.000,2011-08-31 00:00:00.000,"HEISLER, J",,-92.12615499619668,38.905494999055726
ST0011869,JAMES A. REED MEMORIAL WILDLIFE ARE,13101 RANSON RD,,LEES SUMMIT,64063,,KC,95,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,,"CORBIN, M",383698.38,4304588.73,15,-1.0,0.0,0.0,,,,2010-09-23 00:00:00.000,2010-09-23 00:00:00.000,2010-09-23 00:00:00.000,"HEISLER, J",,-94.34086102893724,38.88247095587005
ST0011870,INDIAN TRAIL HATCHERY,STAR RT,,SLIGO,65560,,SE,65,G3,,4.80,,,5,,POINT,WGS84,RD,D9,"ROBERTS, J",644459.456137,4176328.4096,15,0.0,0.0,0.0,TRIMBLE GEOEXPLORER XM,,,2004-06-10 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-91.36084705058073,37.722857864625524
ST0011871,CHESAPEAKE HATCHERY,RT 1 BOX 149,,MOUNT VERNON,65712,,SW,109,I2,12.20,,,24000,,Meters,,NAD83,TU,D9,"INT_EDELHUBER,Brian",439936.155914,4108230.34406,15,-1.0,0.0,0.0,,,0.00,2014-07-09 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-93.67610240746072,37.11848547018699
ST0011886,WEST PLAINS FOREST DISTRICT,618 PREACHER ROW BLVD,,WEST PLAINS,65775,,SE,91,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,N2,CARES,601731.151393,4064649.50915,15,-1.0,0.0,0.0,,,,2002-05-23 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-91.8608000000123,36.72209999881988
ST0011890,MO DEPARTMENT OF CONSERVATION-GASCO,JCT E AND Y BOX 509,,ROLLA,65401,,SE,161,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,N2,CARES,605595.217245,4202457.86258,15,-1.0,0.0,0.0,,,,2000-06-12 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-91.79790000001758,37.963599998846846
ST0011891,SHEPHERD OF THE HILLS HATCHERY,PO BOX 427,,BRANSON,65616,,SW,213,I2,12.20,,,24000,5,Meters,POINT,NAD83,MA,D9,"HEISLER, J",472557.747,4050187.966,15,-1.0,0.0,0.0,,,,2011-08-31 00:00:00.000,1995-06-30 00:00:00.000,2011-08-31 00:00:00.000,"HEISLER, J",,-93.30680999484184,36.59678699509374
ST0011892,PERRYVILLE FOREST DISTRICT,W HWY T BOX 152,,PERRYVILLE,63775,,SE,157,I2,12.20,,,24000,,Meters,,NAD83,TU,D9,"INT_EDELHUBER,Brian",773474.462366,4180342.37152,15,-1.0,0.0,0.0,,,0.00,2014-07-09 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-89.89690926253846,37.72954475796624
ST0011879,WARRENTON FOREST SHOP,PO BOX 157,,WARRENTON,63383,,SL,219,,0.00,,,0,,,,,,,"INT_EDELHUBER,Brian",0.0,0.0,,-1.0,0.0,0.0,,,0.00,2014-07-09 00:00:00.000,,,,"PER FILE REVIEW AND OTHER SEARCH METHODS (INTERNET, ASSESSOR, ETC), THIS SITE WAS UNABLE TO BE FOUND. THUS, NO VALID COORDINATES COULD BE ENTERED IN THE DATABASE.",,
