FacilityID,FacilityName,OwnerType,FacilityType1,FacilityType2,FacilityAddress1,FacilityAddress2,FacilityCity,FacilityCounty, FacilityState,FacilityZipCode,FacilityEPARegion,FacilityTribalSite,FacilityTribe,FacilityLatitude,FacilityLongitude,FacilityCoordinateSource,FacilityOwnerCompanyName,FacilityOperatorCompanyName,FinancialResponsibilityObtained,FinancialResponsibilityBondRatingTest,FinancialResponsibilityCommercialInsurance,FinancialResponsibilityGuarantee,FinancialResponsibilityLetterOfCredit,FinancialResponsibilityLocalGovernmentFinancialTest,FinancialResponsibilityRiskRetentionGroup,FinancialResponsibilitySelfInsuranceFinancialTest,FinancialResponsibilityStateFund,FinancialResponsibilitySuretyBond,FinancialResponsibilityTrustFund,FinancialResponsibilityOtherMethod,USTReportedRelease,AssociatedLUSTID
2024553,Edgebrook Golf Course,Local Government,Other,Golf Course,6100 N. Central Avenue,,Chicago,Cook,IL,60646,5,No,,41.99197,-87.76583,Geocoded address,Forest Preserves of Cook County,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
2024564,7-Eleven Store # 34721,Private,Retail fuel sales (non-marina),Attended Self-Service Station,751 E. Tri-State Tollway (Lincoln South),,South Holland,Cook,IL,60473,5,No,,0.0,0.0,Unknown,"7-Eleven, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,09-0420
2024588,Public Works Building,Local Government,Other,City / Town,1700 West Central Road,,Mount Prospect,Cook,IL,60056,5,No,,42.06646,-87.96056,Geocoded address, Village of Mount Prospect,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,20231001
2024590,True North Location / Shell,Private,Retail fuel sales (non-marina),Attended Self-Service Station,2212 Ogden Avenue,,Downers Grove,Du Page,IL,60515,5,No,,0.0,0.0,Unknown,"True North Energy, LLC",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,08-1170
2024591,Circle K #6707,Private,Retail fuel sales (non-marina),Attended Self-Service Station,255 North Weber,,Bolingbrook,Will,IL,60439,5,No,,0.0,0.0,Unknown,"RDK Ventures, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,20161098
2024605,Schaumburg School District #54,Local Government,School,School/College,524 East Schaumburg Road,,Schaumburg,Cook,IL,60194,5,No,,42.02787,-88.06719,Geocoded address,Schaumburg School District #54,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2024610,Downtown BP,Private,Retail fuel sales (non-marina),Attended Self-Service Station,750 N. Wells St.,,Chicago,Cook,IL,60610,5,No,,41.89633,-87.63456,Geocoded address,"Chicago Oil Co, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,14-0457
2024611,Skokie Mobil Mart,Private,Retail fuel sales (non-marina),Attended Self-Service Station,4802 Dempster Street,,Skokie,Cook,IL,60077,5,No,,42.04079818725586,-87.74720001220703,Geocoded address,"Durgamata Holdings, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,09-1349
2024612,Casey's #6524,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1400 N. Arlington Heights Road,,Itasca,Du Page,IL,60143,5,No,,41.990699768066406,-88.0031967163086,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,15-0568
2024618,"Midwest Convenience, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service Station,1021 North Rand Drive,,Prospect Heights,Cook,IL,60004,5,No,,42.09669876098633,-87.95670318603516,Geocoded address,"Anabi Real Estate Development, LLC, Designated Series B3",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,12-1228
2024619,Bloomingdale Township Highway Department,Local Government,Other,City / Town,6N030 Rosedale Avenue,,Bloomingdale,Du Page,IL,60108,5,No,,0.0,0.0,Unknown,Bloomingdale Township Highway Department,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2024681,Casey's #1980,Private,Retail fuel sales (non-marina),Attended Self-Service Station,25235 W. Eames Street,,Channahon,Will,IL,60410,5,No,,41.43159866333008,-88.2251968383789,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
2024723,City of Geneva,Local Government,Other,City / Town,1796 Western Ave.,,Geneva,Kane,IL,60134,5,No,,41.8696423,-88.3236365,Geocoded address,City of Geneva,,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,
2024727,Public Works Facility,Local Government,Other,City / Town,1700 McAree Road,,Waukegan,Lake,IL,60085,5,No,,0.0,0.0,Unknown,City of Waukegan,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,20210115
2024733,"Fox River Foods, Inc.",Private,Trucking/transport/fleet operation,Trucking Company,5030 Baseline Road ,f/k/a 1355 Baseline Road,Montgomery,Kane,IL,60538,5,No,,0.0,0.0,Unknown,Fox River Foods Inc,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,12-0985
2024739,"RichLee Vans, Inc.",Private,Other,Private Institution,1030 Rural Street,,Aurora,Kane,IL,60506,5,No,,41.77026,-88.29004,Geocoded address,Cook-Illinois Corp.,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
2024752,Minit Mart Elwood #640,Private,Retail fuel sales (non-marina),Attended Self-Service Station,200 E. Mississippi Avenue,,Elwood,Will,IL,60421,5,No,,0.0,0.0,Unknown,"Minit Mart, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2024754,American School Bus Co.,Private,Commercial,Commercial / Retail,10101 W. Laraway Rd.,,Frankfort,Will,IL,60423,5,No,,41.48452758789063,-87.86090087890625,Geocoded address,Cook-Illinois Corp.,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,99-1898
2024763,Johnsburg High School,Local Government,School,School/College,2002 West Ringwood Road,,McHenry,McHenry,IL,60050,5,No,,0.0,0.0,Unknown,Johnsburg School District 12,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2024777,"Westway Coach, Inc.",Private,Other,Private Institution,100 East Hill Street,,Villa Park,Du Page,IL,60181,5,No,,0.0,0.0,Unknown,Cook-Illinois Corp.,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
2024794,"Wille Bros. Co., Inc.",Private,Industrial,Industrial / Manufacturing,15800 Lamon Ave,,Oak Forest,Cook,IL,60452,5,No,,0.0,0.0,Unknown,"Wille Bros. Co., Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,20240254
2024799,Cook County Highway Dept Maint. Bureau Dist #5,Local Government,Other,County,13600 S. Ashland Ave.,,Riverdale,Cook,IL,60827,5,No,,41.6468,-87.66033,Geocoded address,Cook County Highway Department,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
2024799,Cook County Highway Dept Maint. Bureau Dist #5,Local Government,Other,County,13600 S. Ashland Ave.,,Riverdale,Cook,IL,60827,5,No,,41.6468,-87.66033,Geocoded address,Cook County Highway Department,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,01-1428
2024801,True North Location 1984,Private,Retail fuel sales (non-marina),Attended Self-Service Station,8226 S. Cass Ave.,,Darien,Du Page,IL,60561,5,No,,41.73860168457031,-87.97339630126953,Geocoded address,"True North Energy, LLC",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,08-1316
2024802,Cook County Highway Department District 2,Local Government,Other,County,2101 Ballard Road,,Des Plaines,Cook,IL,60016,5,No,,0.0,0.0,Unknown,Cook County Highway Department,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
2024808,Circle K #6742,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1491 East State Street,,Geneva,Kane,IL,60134,5,No,,41.88669967651367,-88.27780151367188,Geocoded address,"RDK Ventures, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,03-0724
2024813,Dept Of Public Works,Local Government,Other,City / Town,401 W. Oak St.,,Kankakee,Kankakee,IL,60901,5,No,,41.12236,-87.87012,Geocoded address,City of Kankakee,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,98-0859
2024827,Cook  County Highway Dept Dist 4,Local Government,Other,County,8900 W. 135th Street,,Orland Park,Cook,IL,60426,5,No,,41.645404,-87.837353,Geocoded address,Cook County Highway Department,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
2024827,Cook  County Highway Dept Dist 4,Local Government,Other,County,8900 W. 135th Street,,Orland Park,Cook,IL,60426,5,No,,41.645404,-87.837353,Geocoded address,Cook County Highway Department,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,90-2282
2024840,Cook County Highway Dept Dist 1,Local Government,Other,County,2325 Meacham Road,,Schaumburg,Cook,IL,60195,5,No,,42.06781,-88.04375,Geocoded address,Cook County Highway Department,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
2024840,Cook County Highway Dept Dist 1,Local Government,Other,County,2325 Meacham Road,,Schaumburg,Cook,IL,60195,5,No,,42.06781,-88.04375,Geocoded address,Cook County Highway Department,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,91-3142
2024850,"Noxxe Fuel, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service Station,360 S. Division Street,,Harvard,McHenry,IL,60033,5,No,,42.40800094604492,-88.61299896240234,Geocoded address,Hensen Enterprises,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2024862,"JAMS BP Properties, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service Station,4769 West Sauk Trail,,Richton Park,Cook,IL,60471,5,No,,41.48388,-87.73169,Geocoded address,"JAMS BP Properties, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2024874,Oak Brook Public Works,Local Government,Other,City / Town,3003 Jorie Blvd,,Oak Brook,Du Page,IL,60521,5,No,,0.0,0.0,Unknown,Village of Oak Brook,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2024874,Oak Brook Public Works,Local Government,Other,City / Town,3003 Jorie Blvd,,Oak Brook,Du Page,IL,60521,5,No,,0.0,0.0,Unknown,Village of Oak Brook,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,91-1021
2024874,Oak Brook Public Works,Local Government,Other,City / Town,3003 Jorie Blvd,,Oak Brook,Du Page,IL,60521,5,No,,0.0,0.0,Unknown,Village of Oak Brook,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,94-1685
2024875,Reservoir A - Village of Oak Brook,Local Government,Other,City / Town,1915 York Rd,,Oak Brook,Du Page,IL,60523,5,No,,0.0,0.0,Unknown,Village of Oak Brook,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2024875,Reservoir A - Village of Oak Brook,Local Government,Other,City / Town,1915 York Rd,,Oak Brook,Du Page,IL,60523,5,No,,0.0,0.0,Unknown,Village of Oak Brook,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,15-1290
2024878,Amstar,Private,Retail fuel sales (non-marina),Attended Self-Service Station,12659 S. Ashland Ave.,,Calumet Park,Cook,IL,60827,5,No,,41.66338,-87.66089,Geocoded address,H & M Group 1,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2024878,Amstar,Private,Retail fuel sales (non-marina),Attended Self-Service Station,12659 S. Ashland Ave.,,Calumet Park,Cook,IL,60827,5,No,,41.66338,-87.66089,Geocoded address,H & M Group 1,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,99-1996
2024891,Total Service,Private,Retail fuel sales (non-marina),Attended Self-Service Station,601 South 5th Avenue,,Maywood,Cook,IL,60153,5,No,,41.88249969482422,-87.83889770507812,Geocoded address,Khalid Siddiqui,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,01-1608
2024912,Midwestern University,Private,Other,Private Institution,555 31st Street,,Downers Grove,Du Page,IL,60515,5,No,,41.831199645996094,-88.00250244140625,Geocoded address,Midwestern University,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,99-2399
2024913,"Illinois Central School Bus, LLC",Private,Other,Private Institution,3625 W. Washington Street,,Park City,Lake,IL,60085,5,No,,42.35879,-87.89101,Geocoded address,"First Student, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,96-1353
2024945,Site #007,Local Government,Other,County,11 S. 175 Madison St.,,Burr Ridge,Du Page,IL,60521,5,No,,0.0,0.0,Unknown,DuPage County Public Works,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2024979,Jmb Properties Urban Co,Private,Commercial,Commercial / Retail,900 N Michigan Ave,,Chicago,Cook,IL,60611,5,No,,41.89927,-87.62414,Geocoded address,Jmb Properties Urban Co,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2024993,Sheraton Lisle Hotel,Private,Commercial,Commercial / Retail,3000 Warrenville Rd,,Lisle,Du Page,IL,60532,5,No,,41.80881,-88.11117,Geocoded address,Vinayaka Hospitality,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025003,Gas Plus Car Wash,Private,Retail fuel sales (non-marina),Attended Self-Service Station,3940 W Washington Blvd,,Chicago,Cook,IL,60624,5,No,,41.88216,-87.72482,Geocoded address,Phillip DeGeraratto,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,10-0801
2025013,Sunnyside Little Store,Private,Retail fuel sales (non-marina),Attended Self-Service Station,4304 N. Johnsburg Rd.,,Johnsburg,McHenry,IL,60051,5,No,,42.38972091674805,-88.22853088378906,Geocoded address,"Johnsburg Mobil, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,19901354
2025019,Verizon,Private,Other,Private Institution,602 N. York Rd.,,Bensenville,Du Page,IL,60106,5,No,,41.97217,-87.93974,Geocoded address,MCI d/b/a Verizon Business,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025038,Museum Of Science & Industry,Private,Other,Private Institution,1701 East 57th Street,(also known as 5700 S. Lake Shore Drive),Chicago,Cook,IL,60637,5,No,,0.0,0.0,Unknown,Museum Of Science & Industry,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025043,Elite Car Wash,Private,Retail fuel sales (non-marina),Attended Self-Service Station,823 N. Western,,Chicago,Cook,IL,60622,5,No,,41.89639,-87.68646,Geocoded address,Elite Car Wash,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025044,Community Gas,Private,Retail fuel sales (non-marina),Attended Self-Service Station,150 W. 127th Street,,Chicago,Cook,IL,60628,5,No,,41.66364,-87.62658,Geocoded address,M & R Sahloul,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,03-0022
2025045,National Express,Private,Industrial,Industrial / Manufacturing,2005 W. 43rd Street,,Chicago,Cook,IL,60609,5,No,,0.0,0.0,Unknown,National Express,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025054,127 Food & Fuel,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1336 W. 127th St.,,Calumet Park,Cook,IL,60827,5,No,,41.66329956054688,-87.65519714355469,Geocoded address,Standard Bank & Trust Company Trust #18465,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,20230391
2025058,Econo Gas / BP Gas Station,Private,Retail fuel sales (non-marina),Attended Self-Service Station,4248 S. Wentworth Ave.,,Chicago,Cook,IL,60609,5,No,,41.8169,-87.63123,Geocoded address,"Ultimate Gas & MIni Mart, Inc.",,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,
2025062,Harvey Citgo,Private,Retail fuel sales (non-marina),Attended Self-Service Station,14941 Dixie Highway,,Harvey,Cook,IL,60426,5,No,,41.61779,-87.67327,Geocoded address,A & S Gas Station,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,05-0011
2025063,Alden Quick Mart,Private,Retail fuel sales (non-marina),Attended Self-Service Station,16420 Route 173,,Alden,McHenry,IL,60033,5,No,,0.0,0.0,Unknown,Raj Handa,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,92-2962
2025071,Radha Gas and Food Mart,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1546 Lombard Ave.,,Berwyn,Cook,IL,60402,5,No,,0.0,0.0,Unknown,"Baig Management, Inc.",,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,20050100
2025081,"Nomani Estate, LLC d/b/a Amstar",Private,Retail fuel sales (non-marina),Attended Self-Service Station,13800 S. Halsted St.,,Riverdale,Cook,IL,60827,5,No,,0.0,0.0,Unknown,"Nomani Estate, LLC",,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,20210274
2025083,Citgo,Private,Retail fuel sales (non-marina),Attended Self-Service Station,17600 S. Torrence Ave.,,Lansing,Cook,IL,60438,5,No,,41.57469940185547,-87.55889892578125,Geocoded address,"Mandour, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,20170292
2025112,Stewart CO,Private,Utility,Utility,233 West 76th Street,,Chicago,Cook,IL,60620,5,No,,41.75628,-87.631,Geocoded address,AT&T Corp. d/b/a Illinois Bell,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025129,Illinoi Central School Bus - Batavia,Private,Other,Private Institution,1000 Swanson Drive,,Batavia,Kane,IL,60510,5,No,,41.854400634765625,-88.28910064697266,Geocoded address,G&I X UL & ISF IL Pool II LLC,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025130,"Lakeshore Recycling Systems, LLC",Private,Commercial,Commercial / Retail,1301 South Greenwood,,Maywood,Cook,IL,60153,5,No,,41.876800537109375,-87.83149719238281,Geocoded address,DHL Express,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025133,75th State Shell,Private,Retail fuel sales (non-marina),Attended Self-Service Station,7453 S. State St.,,Chicago,Cook,IL,60619,5,No,,41.75870895385742,-87.62474060058594,Geocoded address,"State Group Management, LLC",,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,05-1278
2025173,"Prime Time Citgo, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service Station,420 North Farnsworth,,Aurora,Kane,IL,60505,5,No,,41.7637,-88.28193,Geocoded address,Al Olieh,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,01-0859
2025187,"D's Marine Service, Inc.",Private,Marina,Marina,3308 W. Waukegan Road,,McHenry,McHenry,IL,60050,5,No,,42.34260177612305,-88.2615966796875,Geocoded address,"Liebmann Property, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025220,North West Mosquito Abatement District,Local Government,Utility,Utility,147 West Hintz Road,,Wheeling,Cook,IL,60090,5,No,,42.1242,-87.92018,Geocoded address,North West Mosquito Abatement District,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
2025232,"908 Streamwood, LLC",Private,Retail fuel sales (non-marina),Attended Self-Service Station,908 East Irving Park Road,,Streamwood,Cook,IL,60107,5,No,,42.0093994140625,-88.15959930419922,Geocoded address,"908 Streamwood, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025282,"Naper Aero Club, Inc.",Private,Aviation/airport (non-rental car),Airport,9 S 357 Aero Drive,,Naperville,Du Page,IL,60564,5,No,,0.0,0.0,Unknown,"Naper Aero Club, Inc.",,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,
2025312,Kankakee CO,Private,Utility,Utility,475 East Oak Street,,Kankakee,Kankakee,IL,60901,5,No,,41.1216,-87.85977,Geocoded address,AT&T Corp. d/b/a Illinois Bell,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025330,Mobil Gas Mart,Private,Retail fuel sales (non-marina),Attended Self-Service Station,6630 W. Montrose Ave.,,Harwood Heights,Cook,IL,60634,5,No,,0.0,0.0,Unknown,"6630 Montrose, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025330,Mobil Gas Mart,Private,Retail fuel sales (non-marina),Attended Self-Service Station,6630 W. Montrose Ave.,,Harwood Heights,Cook,IL,60634,5,No,,0.0,0.0,Unknown,"6630 Montrose, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,89-2646
2025346,"Best Lawns, Inc.",Private,Other,Construction,1435 Yorkshire Drive,,Streamwood,Cook,IL,60107,5,No,,42.01150131225586,-88.15070343017578,Geocoded address,"Best Lawns, Inc.",,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Unknown,
2025350,The Roosevelt at Salt Creek,Private,Other,Private Institution,400 W Butterfield Rd,,Elmhurst,Du Page,IL,60126,5,No,,41.86370086669922,-87.95179748535156,Geocoded address,"FFII Elmhurst Owner, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025361,North West Mosquito Abatement District,Local Government,Other,County,1600 Bartlett Road,,Hoffman Estates,Cook,IL,60195,5,No,,0.0,0.0,Unknown,North West Mosquito Abatement District,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,91-3511
2025380,IDOT Schaumburg HQ (100),State Government,Other,State,201 W. Center Court,,Schaumburg,Cook,IL,60196,5,No,,42.06689834594727,-88.08380126953125,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,01-1067
2025387,Circle K #186,Private,Retail fuel sales (non-marina),Attended Self-Service Station,105 South Front Street,,Braidwood,Will,IL,60408,5,No,,41.26349,-88.21124,Geocoded address,"Mac's Convenience Stores, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,03-1894
2025394,Aim National Lease,Private,Trucking/transport/fleet operation,Trucking Company,782 Industrial Drive,,Elmhurst,Du Page,IL,60126,5,No,,41.92316,-87.94741,Geocoded address,Landtrust Lt 87-006,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025441,Hayes Beer Dist,Private,Commercial,Commercial / Retail,12160 S Central,,Alsip,Cook,IL,60658,5,No,,41.67146,-87.75851,Geocoded address,Hayes Beer Dist,,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Unknown,
2025445,Gas Center Marathon,Private,Retail fuel sales (non-marina),Attended Self-Service Station,5601 North Lincoln Ave.,,Chicago,Cook,IL,60659,5,No,,41.98354,-87.69514,Geocoded address,Youkhana O Youkhana,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,96-1775
2025448,Citgo at Homan,Private,Retail fuel sales (non-marina),Attended Self-Service Station,3357 W. Harrison Street,,Chicago,Cook,IL,60624,5,No,,41.8734016418457,-87.71060180664062,Geocoded address,"Parkland Enterprises, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,04-0566
2025475,Road Ranger #235,Private,Retail fuel sales (non-marina),Attended Self-Service Station,"19 North 681, U.S. Highway 20",,Hampshire,Kane,IL,60140,5,No,,0.0,0.0,Unknown,"Road Ranger, LLC",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,01-0754
2025478,Highland Park Hospital,Private,Hospital (or other medical),Hospital,777 Park Avenue West,,Highland Park,Lake,IL,60035,5,No,,42.1906,-87.80763,Geocoded address,North Shore University Health System,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025478,Highland Park Hospital,Private,Hospital (or other medical),Hospital,777 Park Avenue West,,Highland Park,Lake,IL,60035,5,No,,42.1906,-87.80763,Geocoded address,North Shore University Health System,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,04-0491
2025478,Highland Park Hospital,Private,Hospital (or other medical),Hospital,777 Park Avenue West,,Highland Park,Lake,IL,60035,5,No,,42.1906,-87.80763,Geocoded address,North Shore University Health System,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,09-0969
2025478,Highland Park Hospital,Private,Hospital (or other medical),Hospital,777 Park Avenue West,,Highland Park,Lake,IL,60035,5,No,,42.1906,-87.80763,Geocoded address,North Shore University Health System,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,99-1020
2025492,"Kapil Singh, LLC d/b/a  Berwyn Fuel Stop",Private,Retail fuel sales (non-marina),Attended Self-Service Station,6347 W. Roosevelt Rd.,,Berwyn,Cook,IL,60402,5,No,,41.86531066894531,-87.78363037109375,Geocoded address,"Kapil Singh, LLC",,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,20200689
2025519,Casey's General Store #1981,Private,Retail fuel sales (non-marina),Attended Self-Service Station,2040 East Division,,Diamond,Grundy,IL,60416,5,No,,41.28839874267578,-88.25509643554688,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,98-0518
2025520,Casey's General Store #1979,Private,Retail fuel sales (non-marina),Attended Self-Service Station,400 West Mondamin,P.O. Box 297,Minooka,Grundy,IL,60447,5,No,,41.4551010131836,-88.26599884033203,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
2025570,Hinsdale Water Treatment Plant,Local Government,Other,City / Town,217 Symonds Drive,,Hinsdale,Du Page,IL,60521,5,No,,41.8040496,-87.9243606,Geocoded address,Village of Hinsdale,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025576,C & F Forge Company,Private,Industrial,Industrial / Manufacturing,1243 N. Kirk Road,,Batavia,Kane,IL,60510,5,No,,41.86309814453125,-88.27999877929688,Geocoded address,C & F Forge Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,2024-0488
2025589,Oak Brook Place I,Private,Utility,Utility,2301 W. 22nd Street,,Oak Brook,Du Page,IL,60521,5,No,,41.84553,-87.97466,Geocoded address,"Oak Brook Place, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025605,PACE River Division,Local Government,Commercial,Commercial / Retail,"975 S. State,  Route 31",,Elgin,Kane,IL,60123,5,No,,0.0,0.0,Unknown,PACE Suburban Bus,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025625,Mobil,Private,Retail fuel sales (non-marina),Attended Self-Service Station,7169 N. Crawford,,Lincolnwood,Cook,IL,60712,5,No,,0.0,0.0,Unknown,"7169 N. Crawford, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,20240237
2025656,Shell Gas Station,Private,Retail fuel sales (non-marina),Attended Self-Service Station,2816 W. Irving Park Rd.,,Chicago,Cook,IL,60618,5,No,,41.95429992675781,-87.6990966796875,Geocoded address,"Pashupatinath Management, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025658,Roosevelt 66,Private,Retail fuel sales (non-marina),Attended Self-Service Station,905 W. Roosevelt,,Maywood,Cook,IL,60153,5,No,,41.86449813842773,-87.84359741210938,Geocoded address,Pothen Vallikalam,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,20180158
2025664,Groot Aurora,Private,Industrial,Industrial / Manufacturing,1565 Aurora Avenue Lane,,Aurora,Kane,IL,60505,5,No,,41.78889846801758,-88.3104019165039,Geocoded address,"Groot, Inc., a subsidiary of Groot Industries, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
2025664,Groot Aurora,Private,Industrial,Industrial / Manufacturing,1565 Aurora Avenue Lane,,Aurora,Kane,IL,60505,5,No,,41.78889846801758,-88.3104019165039,Geocoded address,"Groot, Inc., a subsidiary of Groot Industries, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,90-0692
2025664,Groot Aurora,Private,Industrial,Industrial / Manufacturing,1565 Aurora Avenue Lane,,Aurora,Kane,IL,60505,5,No,,41.78889846801758,-88.3104019165039,Geocoded address,"Groot, Inc., a subsidiary of Groot Industries, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,92-3080
