FacilityID,TankID,TankName,TankLocation,TankStatus,FederallyRegulated,FieldConstructed,EmergencyGenerator,AirportHydrantSystem,MultipleTanks,TankClosureDate,TankInstallationDate,CompartmentalizedUST,NumberOfCompartments,TankMaterialDescription,TankCorrosionProtectionSacrificialAnode,TankCorrosionProtectionImpressedCurrent,TankCorrosionProtectionCathodicNotRequired,TankCorrosionProtectionInteriorLining,TankCorrosionProtectionOther,TankCorrosionProtectionUnknown,TankSecondaryContainment,CertOfInstallation,CertOfInstallationOther,DispenserID,DispenserUDC,DispenserUDCWallType
1-000008,33,3,Underground,Removed,Yes,No,No,No,No,1991-01-01,1973-05-02,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000009,36,1,Underground,Closed in Place,Yes,No,No,No,No,1988-04-01,1973-05-07,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000009,37,2,Underground,Closed in Place,Yes,No,No,No,No,1988-04-01,1973-05-07,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000009,38,3,Underground,Closed in Place,Yes,No,No,No,No,1988-04-01,1973-05-07,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000009,39,4,Underground,Closed in Place,Yes,No,No,No,No,1988-04-01,1978-05-07,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000010,43,1,Underground,Removed,Yes,No,No,No,No,1987-01-01,1966-01-15,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000010,42,2,Underground,Removed,Yes,No,No,No,No,1988-01-01,1973-01-15,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000010,40,3,Underground,Removed,Yes,No,No,No,No,1987-01-01,1973-01-15,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000010,41,4,Underground,Removed,Yes,No,No,No,No,1987-01-01,1973-01-15,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000011,45,1,Underground,Closed in Place,Yes,No,No,No,No,1969-01-01,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000011,44,2,Underground,Closed in Place,Yes,No,No,No,No,1969-01-01,1966-01-22,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000012,46,1,Underground,Removed,Yes,No,No,No,No,1990-05-02,1984-02-05,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
1-000012,47,2,Underground,Removed,Yes,No,No,No,No,1990-05-02,1984-02-05,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
1-000013,50,1,Underground,Removed,Yes,No,No,No,No,1996-11-19,1978-01-30,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000013,49,3,Underground,Removed,Yes,No,No,No,No,1989-06-01,1968-01-31,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000014,55,1,Underground,Removed,Yes,No,No,No,No,1972-01-01,1966-02-03,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000014,56,2,Underground,Removed,Yes,No,No,No,No,1987-08-03,1966-02-03,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000014,57,3,Underground,Removed,Yes,No,No,No,No,1994-02-10,1980-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000014,58,4,Underground,Removed,Yes,No,No,No,No,1998-12-21,1979-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000014,59,5,Underground,Removed,Yes,No,No,No,No,1998-12-21,1979-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000014,54,6,Underground,Removed,Yes,No,No,No,No,1987-08-03,1966-02-03,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000014,52,7,Underground,Removed,Yes,No,No,No,No,1998-12-21,1987-07-30,No,1,Composite (Steel w/ FRP),No,No,Yes,No,No,No,No,No,,,,
1-000014,53,8,Underground,Removed,Yes,No,No,No,No,1998-12-21,1987-07-30,No,1,Composite (Steel w/ FRP),No,No,Yes,No,No,No,No,No,,,,
1-000015,64,1,Underground,Removed,Yes,No,No,No,No,1988-08-10,1965-09-23,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000015,65,2,Underground,Removed,Yes,No,No,No,No,1988-08-10,1965-09-23,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000015,66,3,Underground,Removed,Yes,No,No,No,No,1988-08-10,1965-09-23,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000015,63,4,Underground,Removed,Yes,No,No,No,No,1988-08-10,1965-09-23,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000015,62,5,Underground,Removed,Yes,No,No,No,No,1988-08-10,1965-09-23,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000015,61,6,Underground,Removed,Yes,No,No,No,No,1989-02-15,1969-01-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
1-000015,67,8,Underground,Removed,Yes,No,No,No,No,1988-08-10,1969-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000016,72,1,Underground,Removed,Yes,No,No,No,No,1989-06-30,1965-10-11,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000016,70,2,Underground,Removed,Yes,No,No,No,No,1989-06-30,1965-10-11,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000016,71,3,Underground,Removed,Yes,No,No,No,No,1989-06-30,1965-10-11,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000017,74,1,Underground,Removed,Yes,No,No,No,No,2002-02-12,1985-12-30,No,1,Cathodically Protected Steel,No,No,Yes,Yes,No,No,No,No,,,,
1-000017,73,2,Underground,Closed in Place,Yes,No,No,No,No,1988-08-01,1965-12-30,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000018,75,1,Underground,Removed,Yes,No,No,No,No,1994-03-31,1972-11-19,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000018,76,2,Underground,Removed,Yes,No,No,No,No,1994-03-31,1972-11-19,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000018,77,3,Underground,Removed,Yes,No,No,No,No,1994-03-31,1972-11-19,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000018,78,4,Underground,Removed,Yes,No,No,No,No,1994-03-31,1972-11-19,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000019,81,1,Underground,Removed,Yes,No,No,No,No,1993-04-06,1985-09-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
1-000019,82,2,Underground,Removed,Yes,No,No,No,No,1993-04-06,1985-09-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
1-000019,83,3,Underground,Removed,Yes,No,No,No,No,1993-04-06,1985-09-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
1-000019,80,4,Underground,Removed,Yes,No,No,No,No,1993-04-06,1985-09-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
1-000019,79,5,Underground,Removed,Yes,No,No,No,No,1993-04-06,1985-09-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
1-000020,86,1,Underground,Removed,Yes,No,No,No,No,1997-03-18,1968-01-04,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000020,84,2,Underground,Removed,Yes,No,No,No,No,1997-03-18,1965-10-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000020,85,3,Underground,Removed,Yes,No,No,No,No,1997-03-18,1965-10-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000020,87,4,Underground,Removed,Yes,No,No,No,No,1997-03-18,1968-01-04,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000022,91,1,Underground,Removed,Yes,No,No,No,No,1990-08-29,1972-10-31,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
1-000023,92,1,Underground,Removed,Yes,No,No,No,No,1989-07-14,1965-10-13,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000023,93,2,Underground,Removed,Yes,No,No,No,No,1989-07-14,1965-10-13,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000023,94,3,Underground,Removed,Yes,No,No,No,No,1989-07-14,1965-10-13,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000023,95,4,Underground,Removed,Yes,No,No,No,No,1989-07-14,1965-10-13,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000023,97,6,Underground,Removed,Yes,No,No,No,No,1989-07-14,1965-10-13,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000024,98,1,Underground,Removed,Yes,No,No,No,No,1991-07-15,1965-10-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000024,99,2,Underground,Removed,Yes,No,No,No,No,1991-07-15,1965-10-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000024,100,3,Underground,Removed,Yes,No,No,No,No,1991-07-15,1965-10-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000024,101,4,Underground,Removed,Yes,No,No,No,No,1991-07-15,1965-10-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000024,102,5,Underground,Removed,Yes,No,No,No,No,1991-07-15,1965-10-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000024,103,6,Underground,Removed,Yes,No,No,No,No,1992-06-08,1977-10-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000024,104,7,Underground,Removed,Yes,No,No,No,No,1992-06-08,1977-10-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000024,13156,8,Underground,Removed,Yes,No,No,No,No,2012-12-11,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000024,13157,9,Underground,Removed,Yes,No,No,No,No,2012-12-12,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000025,105,10,Underground,Removed,Yes,No,No,No,No,1990-02-19,1966-03-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000025,114,10,Underground,Removed,Yes,No,No,No,No,1990-02-19,1966-03-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000025,106,2,Underground,Removed,Yes,No,No,No,No,1990-02-19,1966-03-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000025,107,3,Underground,Removed,Yes,No,No,No,No,1990-02-19,1966-03-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000025,108,4,Underground,Removed,Yes,No,No,No,No,1990-02-19,1966-03-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000025,109,5,Underground,Removed,Yes,No,No,No,No,1990-02-19,1966-03-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000025,110,6,Underground,Removed,Yes,No,No,No,No,1990-02-19,1966-03-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000025,111,7,Underground,Removed,Yes,No,No,No,No,1990-02-19,1966-03-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000025,112,8,Underground,Removed,Yes,No,No,No,No,1990-02-19,1966-03-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000025,113,9,Underground,Removed,Yes,No,No,No,No,1990-02-19,1966-03-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000026,115,1,Underground,Removed,Yes,No,No,No,Yes,1999-03-10,1983-11-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000026,116,2,Underground,Removed,Yes,No,No,No,Yes,1999-03-10,1983-11-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000026,117,3,Underground,Removed,Yes,No,No,No,Yes,1999-03-10,1983-11-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000026,118,4,Underground,Removed,Yes,No,No,No,Yes,1999-03-10,1983-11-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000026,119,5,Underground,Removed,Yes,No,No,No,Yes,1999-03-10,1983-11-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
1-000026,120,6,Underground,Removed,Yes,No,No,No,No,1994-12-20,1978-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000026,121,7,Underground,Removed,Yes,No,No,No,No,1996-08-22,1983-11-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000028,126,1,Underground,Removed,Yes,No,No,No,No,1987-12-28,1973-03-18,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000028,127,2,Underground,Removed,Yes,No,No,No,No,1987-12-28,1973-03-18,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000028,128,3,Underground,Removed,Yes,No,No,No,No,1987-12-28,1973-03-18,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000028,129,4,Underground,Removed,Yes,No,No,No,No,1995-01-11,1973-03-18,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000028,130,5,Underground,Removed,Yes,No,No,No,No,1995-01-11,1973-03-18,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000028,131,6,Underground,Removed,Yes,No,No,No,No,1994-06-20,1973-03-18,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000029,132,1,Underground,Removed,Yes,No,No,No,No,1989-05-30,1966-09-04,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
1-000029,133,2,Underground,Removed,Yes,No,No,No,No,1989-05-30,1966-09-04,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
1-000029,134,3,Underground,Removed,Yes,No,No,No,No,1989-05-30,1966-09-04,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
1-000030,135,1,Underground,Removed,Yes,No,No,No,No,1995-10-18,1986-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000030,136,2,Underground,Removed,Yes,No,No,No,No,1995-10-19,1986-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000031,139,3,Underground,Removed,Yes,No,No,No,No,1989-05-30,1969-05-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000031,140,4,Underground,Removed,Yes,No,No,No,No,1989-05-30,1969-05-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000031,141,5,Underground,Removed,Yes,No,No,No,No,1989-05-30,1969-05-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000031,142,6,Underground,Removed,Yes,No,No,No,No,1989-05-30,1969-05-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000031,143,7,Underground,Removed,Yes,No,No,No,No,1989-05-30,1969-05-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000031,144,8,Underground,Removed,Yes,No,No,No,No,1989-05-30,1969-05-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000031,145,9,Underground,Removed,Yes,No,No,No,No,1989-05-30,1969-05-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000032,148,1,Underground,Removed,Yes,No,No,No,No,1989-10-30,1966-09-11,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000032,146,2,Underground,Removed,Yes,No,No,No,No,1989-10-30,1966-09-11,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000032,147,3,Underground,Removed,Yes,No,No,No,No,1989-10-30,1966-09-11,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000032,149,4,Underground,Removed,Yes,No,No,No,No,1989-10-30,1966-09-11,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000032,150,5,Underground,Removed,Yes,No,No,No,No,1992-01-06,1966-09-11,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000032,151,6,Underground,Removed,Yes,No,No,No,No,1991-08-19,1989-10-30,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
1-000032,152,7,Underground,Removed,Yes,No,No,No,No,1991-08-19,1989-10-30,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
1-000032,153,8,Underground,Removed,Yes,No,No,No,No,1991-08-19,1989-10-30,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
1-000032,154,9,Underground,Removed,Yes,No,No,No,No,1991-08-19,1989-10-30,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
1-000033,155,1,Underground,Removed,Yes,No,No,No,No,1990-11-26,1978-03-18,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000033,156,2,Underground,Removed,Yes,No,No,No,No,1990-11-26,1978-03-18,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000033,157,3,Underground,Removed,Yes,No,No,No,No,1990-11-26,1978-03-18,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000034,158,1,Underground,Removed,Yes,No,No,No,No,1994-09-26,1973-03-18,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000034,159,2,Underground,Closed in Place,Yes,No,No,No,No,1985-01-01,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000034,160,4,Underground,Closed in Place,Yes,No,No,No,No,1985-01-01,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000036,166,1,Underground,Removed,Yes,No,No,No,No,1989-07-21,1974-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000036,165,2,Underground,Removed,Yes,No,No,No,No,1989-07-21,1974-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000036,162,3,Underground,Removed,Yes,No,No,No,No,1989-07-21,1974-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000036,163,4,Underground,Removed,Yes,No,No,No,No,1989-07-21,1974-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000036,164,5,Underground,Removed,Yes,No,No,No,No,1989-07-21,1974-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000037,167,1,Underground,Removed,Yes,No,No,No,No,1990-02-22,1973-04-03,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000038,169,1,Underground,Removed,Yes,No,No,No,No,1990-05-01,1968-03-13,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000038,170,2,Underground,Removed,Yes,No,No,No,No,1988-11-08,1966-03-13,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000038,168,3,Underground,Removed,Yes,No,No,No,No,1988-11-08,1966-03-13,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000039,172,1,Underground,Removed,Yes,No,No,No,No,1999-02-11,1984-03-10,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000039,171,2,Underground,Removed,Yes,No,No,No,No,1999-02-11,1984-03-10,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000040,176,1,Underground,Removed,Yes,No,No,No,No,1990-11-19,1980-03-10,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000040,175,2,Underground,Removed,Yes,No,No,No,No,1990-11-19,1980-03-10,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000040,173,3,Underground,Removed,Yes,No,No,No,No,1990-11-19,1980-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000040,174,4,Underground,Removed,Yes,No,No,No,No,1989-12-04,1966-03-21,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000040,177,5,Underground,Removed,Yes,No,No,No,No,1989-12-04,1966-03-21,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000040,178,6,Underground,Removed,Yes,No,No,No,No,1989-12-04,1966-03-21,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000041,179,1,Underground,Removed,Yes,No,No,No,No,1988-11-14,1978-01-06,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000041,180,2,Underground,Removed,Yes,No,No,No,No,1988-11-14,1973-01-06,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
1-000041,181,3,Underground,Removed,Yes,No,No,No,No,1990-03-22,1978-01-06,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
